retweets,likes,Software,Cloud,Work,Humor,Woman,Partnership,Community,Improvement,eps,sentiment,prev_day_change,change_lead
0.0,2.7211162018660055e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
2.6555409336881925e-05,9.52390670653102e-06,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.02257332981391129,0.5,1,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
1.7703606224587948e-05,6.802790504665014e-06,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.02257332981391129,1.0,0,1
1.4753005187156625e-05,7.483069555131516e-06,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02257332981391129,1.0,1,1
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
0.0,2.7211162018660055e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,0,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.1,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.125,1.0,0.5,0,1
0.0008851803112293975,9.45587880148437e-05,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,1,1
3.8357813486607224e-05,8.163348605598017e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,1,1
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0,2.040837151399504e-06,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0,1
0.0,1.3605581009330028e-06,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.1,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.125,1.0,0.5,1,1
0.00020949267365762407,2.9251999170059558e-05,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.02257332981391129,0.5,1,0
0.0,1.3605581009330028e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0,3.401395252332507e-06,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.5,1,1
9.736983423523372e-05,1.2925301958863527e-05,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,0,0
0.0,2.040837151399504e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,1,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0,4.081674302799008e-06,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,0,1
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,1,1
1.7703606224587948e-05,6.122511454198512e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,0,1
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.5,1,0
0.0,2.040837151399504e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.5,0,0
0.00012097464253468432,2.3809766766327547e-05,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,1,1
5.90120207486265e-06,6.802790504665014e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,1,1
0.0,1.3605581009330028e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0,0
0.0,3.401395252332507e-06,0.0,0.0,0.0,0.1,0.0,0.14285714285714285,0.0,0.0,1.0,0.75,0,1
5.90120207486265e-05,1.2925301958863527e-05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02257332981391129,0.5,1,1
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.5,1,0
1.18024041497253e-05,1.0884464807464022e-05,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.02257332981391129,0.5,1,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1
0.0,2.040837151399504e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0,2.040837151399504e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
2.950601037431325e-06,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.0,1.3605581009330028e-06,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0,0
0.0,1.3605581009330028e-06,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
3.8357813486607224e-05,2.1768929614928044e-05,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.1,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.125,0.02257332981391129,0.75,0,1
