retweets,likes,Software,Cloud,Work,Humor,Woman,Partnership,Community,Improvement,eps,sentiment,prev_day_change,change_lead
0.013473223383779296,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.0010567234026493564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
0.00033966109370872177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.006264860172849757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0012831641317885044,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
0.00011322036456957391,4.3844265170115746e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1,0
3.7740121523191305e-05,4.3844265170115746e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
0.00018870060761595652,2.1922132585057873e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0,2.1922132585057873e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1
0.0006038419443710609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1
0.00045288145827829566,5.4805331462644686e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.00018870060761595652,0.0001863381269729919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,1
0.00033966109370872177,5.4805331462644686e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,0
0.0,3.2883198877586806e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.0035098313016567913,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1
0.00015096048609276522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.001245424010265313,0.000339793055068397,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0,1
0.0,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.003207910329471261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
7.548024304638261e-05,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
0.00011322036456957391,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
0.0014341246178812695,3.2883198877586806e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1,0
0.0007925425519870174,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
0.0,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
0.0015473449824508435,0.0001534549280954051,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1,0
0.00030192097218553044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0007548024304638261,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,0,1
0.0,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
0.0004151413367551043,0.0001534549280954051,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.004604294825829339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1,0
0.003094689964901687,2.1922132585057873e-05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0026040683851002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,1
0.03355096803411707,7.672746404770255e-05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1,0
0.00022644072913914783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0,1
7.548024304638261e-05,2.1922132585057873e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
0.0035098313016567913,0.00010961066292528937,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,1,0
0.00018870060761595652,6.576639775517361e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
0.0029437294788089217,3.2883198877586806e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0013209042533116958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.000490621579801487,4.3844265170115746e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.000490621579801487,7.672746404770255e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,1
0.00030192097218553044,7.672746404770255e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
0.012265539495037173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0025285881420538175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1,0
0.0012076838887421218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0010189832811261653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0006038419443710609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.00022644072913914783,3.2883198877586806e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.12220251349209345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
0.006566781145035287,0.000339793055068397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
0.0007548024304638261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0007170623089406348,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.00022644072913914783,6.576639775517361e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.001358644374834887,7.672746404770255e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.001245424010265313,0.0001534549280954051,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.003358870815564026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1,1
0.001132203645695739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
0.0017360455900668,0.00019729919326552087,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0
7.548024304638261e-05,7.672746404770255e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
0.0538174132920708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.002377627655961052,0.0002740266573132234,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.75,0,1
0.00015096048609276522,4.3844265170115746e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0
0.0013963844963580782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
0.002717288749669774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
0.00015096048609276522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.00011322036456957391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0010189832811261653,0.00013153279551034723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1
0.0055477978639091215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1,1
0.000490621579801487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1,0
0.0007170623089406348,4.3844265170115746e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0015096048609276522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0008680227950334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0017360455900668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
0.011435256821526966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1,0
0.002264407291391478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.030569498433784956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
0.0016983054685436086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1,0
0.00018870060761595652,6.576639775517361e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,0
0.0009057629165565913,7.672746404770255e-05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,1
7.548024304638261e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
0.00022644072913914783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0,0
0.00037740121523191305,0.0001205717292178183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,1
0.005849718836094652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0
0.006415820658942522,0.0007782357067695545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.004340113975167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0,1
0.0006038419443710609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1,0
7.548024304638261e-05,0.00013153279551034723,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0
0.0019247461976827566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1
3.7740121523191305e-05,8.768853034023149e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0
0.007925425519870175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
0.0013209042533116958,0.00016441599438793406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1,0
0.08646261840963128,0.020014907050157838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
0.0005283617013246782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
0.04574102728610786,0.001896264468607506,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.33333333333333337,0,0
0.010529493904970374,0.0025977727113293578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
0.08238668528512662,0.01751578393546124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1,1
0.007548024304638261,0.00247720098211154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
0.15828206966826433,0.022415380568221677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0.06325244367286863,0.007990617327253594,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0,0
0.023361135222855416,0.005535338477727113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
0.11299392384043477,0.02172483339179235,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1,1
0.016907574442389703,0.00526131182041389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1,1
0.006529041023512096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0
0.0007925425519870174,0.0003069098561908102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0,0
0.2978450390610258,0.07695764643984566,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0
0.0005661018228478695,0.0005590143809189758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1
0.05672340264935653,0.014282269379165205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0,1
0.00022644072913914783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0
0.004868475676491678,0.0009864959663276043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0121523191304676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1
0.03245650450994452,0.008922307962118554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0
0.043174699022530856,0.013317695545422658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1
0.17571800581197872,0.02754515959312522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
0.01653017322715779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,0
